season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2022-2023,Wojciech Włodarczyk,28.10.1990,LUK Lublin,Przyjmujący,200,91,350,,https://www.plusliga.pl/players/id/2428/tour/41.html
2022-2023,Aleksander Atanasijevic,04.09.1991,PGE Skra Bełchatów,Atakujący,200,92,350,,https://www.plusliga.pl/players/id/79/tour/41.html
2022-2023,Mateusz Bieniek,05.04.1994,PGE Skra Bełchatów,Środkowy,208,98,351,,https://www.plusliga.pl/players/id/1579/tour/41.html
2022-2023,Jędrzej Gruszczyński,13.11.1997,PGE Skra Bełchatów,Libero,186,84,335,,https://www.plusliga.pl/players/id/904/tour/41.html
2022-2023,Dawid Gunia,01.01.1987,PGE Skra Bełchatów,Środkowy,203,101,348,,https://www.plusliga.pl/players/id/471/tour/41.html
2022-2023,Bartłomiej Janus,19.01.1995,PGE Skra Bełchatów,Środkowy,203,97,355,,https://www.plusliga.pl/players/id/276/tour/41.html
2022-2023,Karol Kłos,08.08.1989,PGE Skra Bełchatów,Środkowy,201,87,360,,https://www.plusliga.pl/players/id/1078/tour/41.html
2022-2023,Dick Kooy,03.12.1987,PGE Skra Bełchatów,Przyjmujący,202,80,360,,https://www.plusliga.pl/players/id/500/tour/41.html
2022-2023,Filippo Lanza,03.03.1991,PGE Skra Bełchatów,Przyjmujący,198,98,350,,https://www.plusliga.pl/players/id/635/tour/41.html
2022-2023,Grzegorz Łomacz,01.10.1987,PGE Skra Bełchatów,Rozgrywający,187,81,336,,https://www.plusliga.pl/players/id/678/tour/41.html
2022-2023,Robert Milczarek,28.11.1983,PGE Skra Bełchatów,Libero,188,78,340,,https://www.plusliga.pl/players/id/2109/tour/41.html
2022-2023,Mihajlo Mitić,17.09.1990,PGE Skra Bełchatów,Rozgrywający,201,90,335,,https://www.plusliga.pl/players/id/1731/tour/41.html
2022-2023,Wiktor Musiał,30.03.1993,PGE Skra Bełchatów,Atakujący,194,96,340,,https://www.plusliga.pl/players/id/2384/tour/41.html
2022-2023,Kacper Piechocki,17.12.1995,PGE Skra Bełchatów,Libero,185,75,322,,https://www.plusliga.pl/players/id/1007/tour/41.html
2022-2023,Jakub Rybicki,01.11.1998,PGE Skra Bełchatów,Przyjmujący,196,84,350,,https://www.plusliga.pl/players/id/829/tour/41.html
2022-2023,Lukas Vasina,06.07.1999,PGE Skra Bełchatów,Przyjmujący,197,87,350,,https://www.plusliga.pl/players/id/1274/tour/41.html
2022-2023,Kamil Baranek,02.05.1983,Projekt Warszawa,Przyjmujący,198,93,350,,https://www.plusliga.pl/players/id/1025/tour/41.html
2022-2023,Jan Firlej,26.09.1996,Projekt Warszawa,Rozgrywający,188,84,330,,https://www.plusliga.pl/players/id/855/tour/41.html
2022-2023,Igor Grobelny,08.06.1993,Projekt Warszawa,Przyjmujący,194,77,360,,https://www.plusliga.pl/players/id/726/tour/41.html
2022-2023,Dominik Jaglarski,20.06.1997,Projekt Warszawa,Libero,187,85,325,,https://www.plusliga.pl/players/id/515/tour/41.html
2022-2023,Mateusz Janikowski,05.05.1999,Projekt Warszawa,Przyjmujący,200,101,337,,https://www.plusliga.pl/players/id/1589/tour/41.html
2022-2023,Niels Klapwijk,19.09.1985,Projekt Warszawa,Atakujący,,,,,https://www.plusliga.pl/players/id/1830/tour/41.html
2022-2023,Jakub Kowalczyk,26.06.1986,Projekt Warszawa,Środkowy,200,95,350,,https://www.plusliga.pl/players/id/807/tour/41.html
2022-2023,Piotr Nowakowski,18.12.1987,Projekt Warszawa,Środkowy,205,101,360,,https://www.plusliga.pl/players/id/2014/tour/41.html
2022-2023,Dawid Pawlun,22.05.2001,Projekt Warszawa,Rozgrywający,198,78,345,,https://www.plusliga.pl/players/id/479/tour/41.html
2022-2023,Yurii Semeniuk,12.05.1994,Projekt Warszawa,Środkowy,210,100,360,,https://www.plusliga.pl/players/id/2443/tour/41.html
2022-2023,Maciej Stępień,22.06.1994,Projekt Warszawa,Rozgrywający,183,85,335,,https://www.plusliga.pl/players/id/1348/tour/41.html
2022-2023,Artur Szalpuk,20.03.1995,Projekt Warszawa,Przyjmujący,201,93,350,,https://www.plusliga.pl/players/id/253/tour/41.html
2022-2023,Kévin Tillie,02.11.1990,Projekt Warszawa,Przyjmujący,200,85,345,,https://www.plusliga.pl/players/id/1149/tour/41.html
2022-2023,Linus Weber,01.11.1999,Projekt Warszawa,Atakujący,201,100,360,,https://www.plusliga.pl/players/id/1260/tour/41.html
2022-2023,Damian Wojtaszek,07.09.1988,Projekt Warszawa,Libero,180,79,330,,https://www.plusliga.pl/players/id/419/tour/41.html
2022-2023,Andrzej Wrona,27.12.1988,Projekt Warszawa,Środkowy,206,96,366,,https://www.plusliga.pl/players/id/183/tour/41.html
2022-2023,Jakub Abramowicz,10.04.1998,PSG Stal Nysa,Środkowy,202,95,350,,https://www.plusliga.pl/players/id/777/tour/41.html
2022-2023,Wassim Ben Tara,03.08.1996,PSG Stal Nysa,Atakujący,203,94,365,,https://www.plusliga.pl/players/id/2365/tour/41.html
2022-2023,Szymon Biniek,30.07.1995,PSG Stal Nysa,Libero,188,84,320,,https://www.plusliga.pl/players/id/2229/tour/41.html
2022-2023,Rafał Buszek,28.04.1987,PSG Stal Nysa,Przyjmujący,196,88,345,,https://www.plusliga.pl/players/id/2065/tour/41.html
2022-2023,Kamil Dembiec,07.02.1992,PSG Stal Nysa,Libero,180,73,315,,https://www.plusliga.pl/players/id/1026/tour/41.html
2022-2023,Zouheir El Graoui,01.07.1994,PSG Stal Nysa,Przyjmujący,197,90,345,,https://www.plusliga.pl/players/id/2455/tour/41.html
2022-2023,Michał Gierżot,04.10.2001,PSG Stal Nysa,Przyjmujący,208,95,350,,https://www.plusliga.pl/players/id/1671/tour/41.html
2022-2023,Konrad Jankowski,29.06.2002,PSG Stal Nysa,Środkowy,204,100,365,,https://www.plusliga.pl/players/id/1185/tour/41.html
2022-2023,Dominik Kramczyński,13.01.2001,PSG Stal Nysa,Środkowy,203,90,360,,https://www.plusliga.pl/players/id/517/tour/41.html
2022-2023,Kamil Kwasowski,13.09.1990,PSG Stal Nysa,Przyjmujący,199,85,345,,https://www.plusliga.pl/players/id/1039/tour/41.html
2022-2023,Kento Miyaura,22.02.1999,PSG Stal Nysa,Atakujący,190,86,347,,https://www.plusliga.pl/players/id/1145/tour/41.html
2022-2023,Patryk Szczurek,06.02.1991,PSG Stal Nysa,Rozgrywający,193,90,335,,https://www.plusliga.pl/players/id/1914/tour/41.html
2022-2023,Nicolas Zerba,13.06.1999,PSG Stal Nysa,Środkowy,204,95,345,,https://www.plusliga.pl/players/id/1828/tour/41.html
2022-2023,Tsimafei Zhukouski,18.12.1989,PSG Stal Nysa,Rozgrywający,195,78,340,,https://www.plusliga.pl/players/id/2320/tour/41.html
2022-2023,Adrian Buchowski,30.09.1991,Ślepsk Malow Suwałki,Przyjmujący,194,94,347,,https://www.plusliga.pl/players/id/28/tour/41.html
2022-2023,Mateusz Czunkiewicz,16.12.1996,Ślepsk Malow Suwałki,Libero,185,77,331,,https://www.plusliga.pl/players/id/1584/tour/41.html
2022-2023,Dominik Depowski,27.10.1995,Ślepsk Malow Suwałki,Przyjmujący,200,95,348,,https://www.plusliga.pl/players/id/514/tour/41.html
2022-2023,Bartosz Filipiak,27.02.1994,Ślepsk Malow Suwałki,Atakujący,197,95,350,,https://www.plusliga.pl/players/id/301/tour/41.html
2022-2023,Paweł Filipowicz,07.05.1992,Ślepsk Malow Suwałki,Libero,189,81,318,,https://www.plusliga.pl/players/id/1952/tour/41.html
2022-2023,Paweł Halaba,14.12.1995,Ślepsk Malow Suwałki,Przyjmujący,195,84,346,,https://www.plusliga.pl/players/id/1954/tour/41.html
2022-2023,Miran Kujundžić,19.06.1997,Ślepsk Malow Suwałki,Przyjmujący,196,86,348,,https://www.plusliga.pl/players/id/1762/tour/41.html
2022-2023,Mariusz Magnuszewski,14.09.1997,Ślepsk Malow Suwałki,Rozgrywający,194,86,349,,https://www.plusliga.pl/players/id/1513/tour/41.html
2022-2023,Łukasz Rudzewicz,25.01.1985,Ślepsk Malow Suwałki,Środkowy,198,89,343,,https://www.plusliga.pl/players/id/1300/tour/41.html
2022-2023,Matias Sanchez,20.09.1996,Ślepsk Malow Suwałki,Rozgrywający,173,64,305,,https://www.plusliga.pl/players/id/1633/tour/41.html
2022-2023,Cezary Sapiński,28.09.1994,Ślepsk Malow Suwałki,Środkowy,203,102,350,,https://www.plusliga.pl/players/id/382/tour/41.html
2022-2023,Przemysław Smoliński,27.11.1992,Ślepsk Malow Suwałki,Środkowy,201,95,345,,https://www.plusliga.pl/players/id/2039/tour/41.html
2022-2023,Andreas Takvam,04.06.1993,Ślepsk Malow Suwałki,Środkowy,205,106,365,,https://www.plusliga.pl/players/id/169/tour/41.html
2022-2023,Arkadiusz Żakieta,13.10.1992,Ślepsk Malow Suwałki,Atakujący,197,91,350,,https://www.plusliga.pl/players/id/235/tour/41.html
2022-2023,Igor Bogucki,01.01.2001,Trefl Gdańsk,Przyjmujący,,,,,https://www.plusliga.pl/players/id/723/tour/41.html
2022-2023,Bartłomiej Bołądź,28.09.1994,Trefl Gdańsk,Atakujący,205,101,360,,https://www.plusliga.pl/players/id/270/tour/41.html
2022-2023,Jakub Czerwiński,22.07.2001,Trefl Gdańsk,Przyjmujący,195,93,341,,https://www.plusliga.pl/players/id/786/tour/41.html
2022-2023,Kamil Droszyński,28.01.1997,Trefl Gdańsk,Rozgrywający,190,86,337,,https://www.plusliga.pl/players/id/1029/tour/41.html
2022-2023,Janusz Gałązka,26.04.1987,Trefl Gdańsk,Środkowy,199,101,345,,https://www.plusliga.pl/players/id/876/tour/41.html
2022-2023,Michał Grzyb,01.01.2005,Trefl Gdańsk,Przyjmujący,196,83,350,,https://www.plusliga.pl/players/id/1676/tour/41.html
2022-2023,Lukas Kampa,29.11.1986,Trefl Gdańsk,Rozgrywający,195,90,340,,https://www.plusliga.pl/players/id/1272/tour/41.html
2022-2023,Jan Franchi Martínez,28.01.1998,Trefl Gdańsk,Przyjmujący,190,85,330,,https://www.plusliga.pl/players/id/869/tour/41.html
2022-2023,Aliaksei Nasevich,05.06.2003,Trefl Gdańsk,Przyjmujący,199,95,350,,https://www.plusliga.pl/players/id/137/tour/41.html
2022-2023,Patryk Niemiec,18.02.1997,Trefl Gdańsk,Środkowy,202,89,350,,https://www.plusliga.pl/players/id/1911/tour/41.html
2022-2023,Piotr Orczyk,19.03.1993,Trefl Gdańsk,Przyjmujący,190,98,337,,https://www.plusliga.pl/players/id/2015/tour/41.html
2022-2023,Luke Perry,20.11.1995,Trefl Gdańsk,Libero,182,75,335,,https://www.plusliga.pl/players/id/1275/tour/41.html
2022-2023,Dawid Pruszkowski,20.01.2001,Trefl Gdańsk,Libero,172,70,,,https://www.plusliga.pl/players/id/481/tour/41.html
2022-2023,Mikołaj Sawicki,23.11.1999,Trefl Gdańsk,Przyjmujący,198,111,352,,https://www.plusliga.pl/players/id/1740/tour/41.html
2022-2023,Karol Urbanowicz,24.02.2001,Trefl Gdańsk,Środkowy,200,91,345,,https://www.plusliga.pl/players/id/1082/tour/41.html
2022-2023,Mariusz Wlazły,04.08.1983,Trefl Gdańsk,Atakujący,194,80,365,,https://www.plusliga.pl/players/id/1522/tour/41.html
2022-2023,Jordan Zaleszczyk,23.04.2002,Trefl Gdańsk,Środkowy,205,98,360,,https://www.plusliga.pl/players/id/937/tour/41.html
2022-2023,Jingyin Zhang,20.12.1999,Trefl Gdańsk,Przyjmujący,207,88,357,,https://www.plusliga.pl/players/id/909/tour/41.html
